desc	group_id	rate	award_name	award_type	item_g	item_d	item_p	num	neet_body	need_route	bind	expire_hours	msg_type	runtime_stat_id	script	func
	32	20000	Linh §å Giíi ChØ	1				39			4					
	32	20000	Th¶o Ph¹t Lªnh 	3	2	1	30915	1			4					
	32	60000	Thiªn th¹ch	3	2	2	8	1			4					
	32	50000	§ång TÕ Chi NguyÖn	3	2	1	30913	1			4					
	32	70000	M¶nh Thiªn th¹ch	3	2	2	7	1			4					
	32	60000	TÈy T©m Th¹ch cÊp 4	3	2	1	30524	1			4					
	32	10000	Tô Linh QuyÕt	3	2	1	31248	1								
	32	60000	LuyÖn L« ThiÕt cÊp 4	3	2	1	30530	1			4					
3v3_IB_WLlibao_2	34	55000	S¸ch Kü N¨ng Thó C­ng CÊp 5	1				287								
	34	100000	C©y b¸t nh· nhá	3	2	0	504	1				168				
	34	80000	C©y B¸t Nh·	3	2	0	398	1				168				
	34	130000	Hu©n ch­¬ng anh hïng	3	2	1	30499	2								
	34	50000	VÐ TiÕu Y B¹c	3	2	1	30492	1								
	34	90000	VÐ TiÕu Y §ång	3	2	1	30493	1								
	34	40000	Cöu chuyÓn håi hån ®¬n	3	1	0	32	1								
	34	5000	Nhãm giíi chØ Hµo HiÖp	1				340			4					
	34	50000	L«i Viªm Th¹ch	3	2	1	30683	1								
	34	50000	Tô Linh QuyÕt	3	2	1	31248	1								
	34	200000	Vµng	5				10000								
	34	100000	Vµng	5				50000								
	34	50000	Vµng	5				100000								
3v3_free_HXlibao_2	36	150000	C©y b¸t nh· nhá	3	2	0	504	1			4	168				
	36	90000	C©y B¸t Nh·	3	2	0	398	1			4	168				
	36	200000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1			4					
	36	50000	VÐ TiÕu Y B¹c	3	2	1	30492	1			4					
	36	100000	VÐ TiÕu Y §ång	3	2	1	30493	1			4					
	36	20000	Nhãm Linh §å Giíi ChØ	1				39			4					
	36	20000	Th¶o Ph¹t Lªnh 	3	2	1	30915	1			4					
	36	70000	Thiªn th¹ch	3	2	2	8	1			4					
	36	10000	Tô Linh QuyÕt	3	2	1	31248	1								
	36	50000	M¶nh Thiªn th¹ch	3	2	2	7	1			4					
	36	70000	§ång TÕ Chi NguyÖn	3	2	1	30913	1			4					
	36	60000	TÈy T©m Th¹ch cÊp 4	3	2	1	30524	1			4					
	36	60000	LuyÖn L« ThiÕt cÊp 4	3	2	1	30530	1			4					
	36	50000	Vµng	5				50000			4					
3v3_IB_HXlibao_2	38	50000	C©y b¸t nh· nhá	3	2	0	504	1				168				
	38	50000	C©y B¸t Nh·	3	2	0	398	1				168				
	38	50000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1								
	38	104000	VÐ TiÕu Y B¹c	3	2	1	30492	1								
	38	120000	VÐ TiÕu Y §ång	3	2	1	30493	1								
	38	10000	Nhãm giíi chØ Hµo HiÖp	1				340								
	38	20000	Th¶o Ph¹t Lªnh 	3	2	1	30915	1								
	38	60000	Thiªn th¹ch	3	2	2	8	1								
	38	60000	M¶nh Thiªn th¹ch	3	2	2	7	1								
	38	100000	Tô Linh QuyÕt	3	2	1	31248	1								
	38	5000	Trøng ThÇn BÝ T©y Vùc	3	2	1	30821	1								
	38	1000	Trøng Thó C­ng-Siªu	3	2	1	31169	1								
	38	180000	Vµng	5				50000								
	38	130000	Vµng	5				100000								
	38	60000	Vµng	5				200000					1			
lingtu_ring	39	500000	Linh §å Giíi (tr¸i)	3	0	102	30221	1								
	39	500000	Linh §å Giíi (ph¶i)	3	0	102	30222	1								
EY_jinbaoxiang_2_free	42	100000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	42	100000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	42	100000	TÈy TrÇn §an	3	2	1	30613	1								
	42	500000	Kinh M¹ch §ång Nh©n	3	2	1	30730	3			4					
	42	100000	Ch©n khÝ	6				200								
	42	30000	Ch©n khÝ	6				400								
	42	20000	Ch©n khÝ	6				800								
	42	50000	Tô Linh Hoµn	3	2	1	30458	1			4	168				
EY_jinbaoxiang_2_IB	43	100000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1				168				
	43	50000	Båi Nguyªn §¬n	3	2	1	30351	1				168				
	43	100000	TÈy TrÇn §an	3	2	1	30613	1								
	43	450000	Kinh M¹ch §ång Nh©n	3	2	1	30730	6								
	43	100000	Ch©n khÝ	6				200								
	43	40000	Ch©n khÝ	6				400								
	43	20000	Ch©n khÝ	6				800								
	43	10000	Ch©n khÝ	6				1000								
	43	50000	Tô Linh Hoµn	3	2	1	30458	1				168				
	43	20000	§¹i Tô Linh Hoµn	3	2	1	30459	1				168				
	43	10000	Tô Linh Tiªn §¬n	3	2	1	30460	1				168				
	43	50000	Xu	5				300000								
EY_baoxiang_2	44	500000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1			4	168				
	44	200000	Båi Nguyªn §¬n	3	2	1	30351	1			4	168				
	44	250000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1			4					
	44	50000	Tô Linh Hoµn	3	2	1	30458	1			4	168				
EY_baoxiang_2_IB	45	150000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1				168				
	45	100000	Båi Nguyªn §¬n	3	2	1	30351	1				168				
	45	200000	TÈy TrÇn §an	3	2	1	30613	1								
	45	300000	Kinh M¹ch §ång Nh©n	3	2	1	30730	3								
	45	100000	Ch©n khÝ	6				100								
	45	30000	Ch©n khÝ	6				200								
	45	20000	Ch©n khÝ	6				400								
	45	50000	Tô Linh Hoµn	3	2	1	30458	1				168				
	45	50000	Xu	5				100000								
Fire_Killjinying	46	100000	Ngän Löa Ngò S¾c	3	2	1	30899	1			4					
	46	275000	Hu©n ch­¬ng anh hïng	3	2	1	30499	1			4					
	46	275000	§¸ quý cÊp 1-3	1				51								
	46	20000	Thiªn Kiªu LÖnh	3	2	97	236	1			4					
	46	120000	Ch©n khÝ	6				100								
	46	40000	Ch©n khÝ	6				200								
	46	20000	Ch©n khÝ	6				400								
	46	100000	Båi Nguyªn §¬n	3	2	1	30351	1				168				
	46	50000	Tô Linh Hoµn	3	2	1	30458	1				168				
Fire_Single	47	70000	M¶nh BÝ §iÓn 27	3	2	1	40048	5			4					
	47	70000	M¶nh BÝ §iÓn 30	3	2	1	40049	5			4					
	47	5000	Th­¬ng H¶i Ch©u CÊp 7 (Ch­a gi¸m ®Þnh)	3	2	102	214	1			4					
	47	40000	Hoµ ThÞ BÝch	3	2	1	1001	1			4					
	47	40000	M¶nh Thiªn Cang	3	2	1	30390	50			4					
	47	40000	M¶nh Thiªn M«n	3	2	1	30410	10			4					
	47	5000	Håi Tiªn §¬n	3	2	1	30847	1			4					
	47	5000	Linh Ph¸ch §¬n	3	2	1	31239	1			4					
	47	1000	Håi Tiªn §¬n	3	2	1	30847	2			4					
	47	1000	Linh Ph¸ch §¬n	3	2	1	31239	2			4					
	47	20000	Thiªn V¨n Th¹ch	3	2	201	13	1			4					
	47	100000	C©y B¸t Nh·	3	2	0	398	1			4					
	47	100000	C©y Tø Linh	3	2	1	30269	1			4					
	47	40000	MËt TÞch Tiªu Dao	3	0	112	224	1			4					
	47	40000	Ch©n Vâ Hån Th¹ch	3	2	114	143	2			4					
	47	30000	X· Qu©n Táa Linh Th¹ch 1	3	2	1	31391	1			4					
	47	30000	X· Qu©n Táa Linh Th¹ch 2	3	2	1	31392	1			4					
	47	30000	X· Qu©n Táa Linh Th¹ch 3	3	2	1	31393	1			4					
	47	30000	X· Qu©n Táa Linh Th¹ch 4	3	2	1	31394	1			4					
	47	30000	X· Qu©n Táa Linh Th¹ch 5	3	2	1	31395	1			4					
	47	30000	X· Qu©n Táa Linh Th¹ch 6	3	2	1	31396	1			4					
	47	100000	LuyÖn L« ThiÕt Lv7	3	2	1	31401	10			4					
	47	100000	TÈy T©m Th¹ch Lv7	3	2	1	31402	10			4					
	47	40000	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1067	1			4					
	47	1000	Thiªn M«n Kim LÖnh	3	2	1	30370	1			4					
	47	2000	Thiªn Cang LÖnh	3	2	95	204	1			4					
Fire_Five	48	70000	M¶nh BÝ §iÓn 27	3	2	1	40048	5								
	48	70000	M¶nh BÝ §iÓn 30	3	2	1	40049	5								
	48	5000	Th­¬ng H¶i Ch©u CÊp 7 (Ch­a gi¸m ®Þnh)	3	2	102	214	1								
	48	40000	Hoµ ThÞ BÝch	3	2	1	1001	1								
	48	40000	M¶nh Thiªn Cang	3	2	1	30390	50								
	48	40000	M¶nh Thiªn M«n	3	2	1	30410	10								
	48	5000	Håi Tiªn §¬n	3	2	1	30847	1								
	48	5000	Linh Ph¸ch §¬n	3	2	1	31239	1								
	48	1000	Håi Tiªn §¬n	3	2	1	30847	2								
	48	1000	Linh Ph¸ch §¬n	3	2	1	31239	2								
	48	20000	Thiªn V¨n Th¹ch	3	2	201	13	1								
	48	100000	C©y B¸t Nh·	3	2	0	398	1								
	48	100000	C©y Tø Linh	3	2	1	30269	1								
	48	40000	MËt TÞch Tiªu Dao	3	0	112	224	1								
	48	40000	Ch©n Vâ Hån Th¹ch	3	2	114	143	2								
	48	30000	X· Qu©n Táa Linh Th¹ch 1	3	2	1	31391	1								
	48	30000	X· Qu©n Táa Linh Th¹ch 2	3	2	1	31392	1								
	48	30000	X· Qu©n Táa Linh Th¹ch 3	3	2	1	31393	1								
	48	30000	X· Qu©n Táa Linh Th¹ch 4	3	2	1	31394	1								
	48	30000	X· Qu©n Táa Linh Th¹ch 5	3	2	1	31395	1								
	48	30000	X· Qu©n Táa Linh Th¹ch 6	3	2	1	31396	1								
	48	100000	LuyÖn L« ThiÕt Lv7	3	2	1	31401	10								
	48	100000	TÈy T©m Th¹ch Lv7	3	2	1	31402	10								
	48	40000	§Þnh Hån Thiªn Th¹ch Linh Th¹ch	3	2	1	1067	1								
	48	1000	Thiªn M«n Kim LÖnh	3	2	1	30370	1								
	48	2000	Thiªn Cang LÖnh	3	2	95	204	1								
WinterBoss_Box	49	280000	Kinh nghiÖm	4				1000000000								
	49	110000	Kinh nghiÖm	4				2000000000								
	49	80000	Kinh nghiÖm	4				3000000000								
	49	30000	Thiªn V¨n Th¹ch	3	2	201	13	1								
	49	50000	Thiªn Kiªu LÖnh	3	2	97	236	10								
	49	50000	Qu©n C«ng Vinh Dù	3	2	1	30642	1								
	49	50000	Håi Tiªn §¬n	3	2	1	30847	1								
	49	50000	Linh Ph¸ch §¬n	3	2	1	31239	1								
	49	30000	Tói Kü N¨ng B§H Lv6	3	2	1	40037	1								
	49	30000	M¶nh BÝ §iÓn 30	3	2	1	40049	10								
	49	30000	C©y B¸t Nh·	3	2	0	398	1								
	49	80000	C©y Tø Linh	3	2	1	30269	1								
	49	20000	Ch©n Vâ Hån Th¹ch	3	2	114	143	1								
	49	98000	Ngän Löa Ngò S¾c	3	2	1	30899	1								
	49	3000	ChiÕn Xe TÇn	3	0	105	183	1				168	1			
	49	3000	ChiÕn Lang	3	0	105	205	1				168	1			
	49	3000	B¹ch Lang	3	0	105	206	1				168	1			
	49	3000	Thá ®en	3	0	105	30039	1				168	1			
WinterBoss_Heart	50	100000	BÝ Ng©n Chïy	3	2	1	30539	1								
	50	100000	BÝ Ng©n To¶n	3	2	1	30538	1								
	50	90000	Ngän Löa Ngò S¾c	3	2	1	30899	1								
	50	150000	Qu©n C«ng Ch­¬ng	3	2	1	9999	1								
	50	100000	Qu©n C«ng §¹i	3	2	1	9998	1								
	50	50000	Qu©n C«ng Huy Hoµng	3	2	1	9977	1								
	50	75000	HuyÒn Viªm ThiÕt	3	2	1	30670	50								
	50	75000	Viªm Linh Ti	3	2	1	30671	50								
	50	75000	Da Ma Lang	3	2	1	30672	50								
	50	75000	Da §Þa Long	3	2	1	30673	50								
	50	50000	Hµo HiÖp LÖnh	3	2	95	2084	5								
	50	59000	Giµy Thªu B¨ng Gi¸	3	2	1	30754	1				720	1			
	50	1000	Cæ Kim Th¹ch	3	2	201	14	1					1			
gem_Lv1-3_Rd	51	200000	HuyÕtTrÝchTh¹ch Lv1	3	2	22	101	1								
	51	200000	NguyÖtB¹chTh¹ch Lv1	3	2	22	201	1								
	51	200000	Hæ Ph¸ch Th¹ch CÊp 1	3	2	22	301	1								
	51	200000	H¾c DiÖu Th¹ch CÊp 1	3	2	22	401	1								
	51	40000	HuyÕtTrÝchTh¹ch Lv2	3	2	22	102	1								
	51	40000	NguyÖtB¹chTh¹ch Lv2	3	2	22	202	1								
	51	40000	Hæ Ph¸ch Th¹ch CÊp 2	3	2	22	302	1								
	51	40000	H¾c DiÖu Th¹ch CÊp 2	3	2	22	402	1								
	51	10000	HuyÕtTrÝchTh¹ch Lv3	3	2	22	103	1								
	51	10000	NguyÖtB¹chTh¹ch Lv3	3	2	22	203	1								
	51	10000	Hæ Ph¸ch Th¹ch CÊp 3	3	2	22	303	1								
	51	10000	H¾c DiÖu Th¹ch CÊp 3	3	2	22	403	1								
Fire_Num_800	52	14286	H-LiÖt Nham-Lv4	3	0	148	53	1								
	52	14286	H-Ph¸ Kh«ng-Lv4	3	0	148	54	1								
	52	14286	H-Tóy KiÕm-Lv4	3	0	148	55	1								
	52	14286	H-TËt Phong-Lv4	3	0	148	56	1								
	52	14286	H-TÊn Vò-Lv4	3	0	148	57	1								
	52	14286	H-¦ng TËp-Lv4	3	0	148	58	1								
	52	14286	H-Linh T©m-Lv4	3	0	148	59	1								
	52	14286	H-ThÇn Lùc-Lv4	3	0	148	60	1								
	52	14286	H-Ng­ng ThÇn-Lv4	3	0	148	61	1								
	52	14286	H-V« Gian-Lv4	3	0	148	62	1								
	52	14286	H-V« Cùc-Lv4	3	0	148	63	1								
	52	14286	H-Cuång NhÉn-Lv4	3	0	148	64	1								
	52	14286	H-L¨ng NhuÖ-Lv4	3	0	148	65	1								
	52	14286	H-Linh Viªn-Lv4	3	0	148	66	1								
	52	14286	H-H¶i VËn-Lv4	3	0	148	67	1								
	52	14286	H-H¶i T©m-Lv4	3	0	148	68	1								
	52	14286	C-LiÖt Nham-Lv4	3	0	149	53	1								
	52	14286	C-Ph¸ Kh«ng-Lv4	3	0	149	54	1								
	52	14286	C-Tóy KiÕm-Lv4	3	0	149	55	1								
	52	14286	C-TËt Phong-Lv4	3	0	149	56	1								
	52	14286	C-TÊn Vò-Lv4	3	0	149	57	1								
	52	14286	C-Qu¸n Th¹ch-Lv4	3	0	149	58	1								
	52	14286	C-Né Ng©m-Lv4	3	0	149	59	1								
	52	14286	C-Xuyªn V©n-Lv4	3	0	149	60	1								
	52	14286	C-ThÇn Lùc-Lv4	3	0	149	61	1								
	52	14286	C-Ng­ng ThÇn-Lv4	3	0	149	62	1								
	52	14286	C-V« Gian-Lv4	3	0	149	63	1								
	52	14286	C-V« Cùc-Lv4	3	0	149	64	1								
	52	14286	C-Cuång NhÉn-Lv4	3	0	149	65	1								
	52	14286	C-L¨ng NhuÖ-Lv4	3	0	149	66	1								
	52	14286	C-Linh Viªn-Lv4	3	0	149	67	1								
	52	14286	C-H¶i VËn-Lv4	3	0	149	68	1								
	52	14286	C-H¶i T©m-Lv4	3	0	149	69	1								
	52	14286	T-LiÖt Nham-Lv4	3	0	150	53	1								
	52	14286	T-Ph¸ Kh«ng-Lv4	3	0	150	54	1								
	52	14285	T-Tóy KiÕm-Lv4	3	0	150	55	1								
	52	14285	T-TËt Phong-Lv4	3	0	150	56	1								
	52	14285	T-TÊn Vò-Lv4	3	0	150	57	1								
	52	14285	T-V« L­îng-Lv4	3	0	150	58	1								
	52	14285	T-Môc Minh-Lv4	3	0	150	59	1								
	52	14285	T-ThÇn Lùc-Lv4	3	0	150	60	1								
	52	14285	T-Ng­ng ThÇn-Lv4	3	0	150	61	1								
	52	14285	T-V« Gian-Lv4	3	0	150	62	1								
	52	14285	T-V« Cùc-Lv4	3	0	150	63	1								
	52	14285	T-Cuång NhÉn-Lv4	3	0	150	64	1								
	52	14285	T-L¨ng NhuÖ-Lv4	3	0	150	65	1								
	52	14285	T-Linh Viªn-Lv4	3	0	150	66	1								
	52	14285	T-H¶i VËn-Lv4	3	0	150	67	1								
	52	14285	T-H¶i T©m-Lv4	3	0	150	68	1								
	52	4082	H-LiÖt Nham-Lv5	3	0	148	69	1								
	52	4082	H-Ph¸ Kh«ng-Lv5	3	0	148	70	1								
	52	4082	H-Tóy KiÕm-Lv5	3	0	148	71	1								
	52	4082	H-TËt Phong-Lv5	3	0	148	72	1								
	52	4082	H-TÊn Vò-Lv5	3	0	148	73	1								
	52	4082	H-¦ng TËp-Lv5	3	0	148	74	1								
	52	4082	H-Linh T©m-Lv5	3	0	148	75	1								
	52	4082	H-ThÇn Lùc-Lv5	3	0	148	76	1								
	52	4082	H-Ng­ng ThÇn-Lv5	3	0	148	77	1								
	52	4082	H-V« Gian-Lv5	3	0	148	78	1								
	52	4082	H-V« Cùc-Lv5	3	0	148	79	1								
	52	4082	H-Cuång NhÉn-Lv5	3	0	148	80	1								
	52	4082	H-L¨ng NhuÖ-Lv5	3	0	148	81	1								
	52	4082	H-Linh Viªn-Lv5	3	0	148	82	1								
	52	4082	H-H¶i VËn-Lv5	3	0	148	83	1								
	52	4082	H-H¶i T©m-Lv5	3	0	148	84	1								
	52	4082	C-LiÖt Nham-Lv5	3	0	149	70	1								
	52	4082	C-Ph¸ Kh«ng-Lv5	3	0	149	71	1								
	52	4082	C-Tóy KiÕm-Lv5	3	0	149	72	1								
	52	4082	C-TËt Phong-Lv5	3	0	149	73	1								
	52	4082	C-TÊn Vò-Lv5	3	0	149	74	1								
	52	4082	C-Qu¸n Th¹ch-Lv5	3	0	149	75	1								
	52	4082	C-Né Ng©m-Lv5	3	0	149	76	1								
	52	4082	C-Xuyªn V©n-Lv5	3	0	149	77	1								
	52	4082	C-ThÇn Lùc-Lv5	3	0	149	78	1								
	52	4082	C-Ng­ng ThÇn-Lv5	3	0	149	79	1								
	52	4082	C-V« Gian-Lv5	3	0	149	80	1								
	52	4082	C-V« Cùc-Lv5	3	0	149	81	1								
	52	4082	C-Cuång NhÉn-Lv5	3	0	149	82	1								
	52	4082	C-L¨ng NhuÖ-Lv5	3	0	149	83	1								
	52	4082	C-Linh Viªn-Lv5	3	0	149	84	1								
	52	4081	C-H¶i VËn-Lv5	3	0	149	85	1								
	52	4081	C-H¶i T©m-Lv5	3	0	149	86	1								
	52	4081	T-LiÖt Nham-Lv5	3	0	150	69	1								
	52	4081	T-Ph¸ Kh«ng-Lv5	3	0	150	70	1								
	52	4081	T-Tóy KiÕm-Lv5	3	0	150	71	1								
	52	4081	T-TËt Phong-Lv5	3	0	150	72	1								
	52	4081	T-TÊn Vò-Lv5	3	0	150	73	1								
	52	4081	T-V« L­îng-Lv5	3	0	150	74	1								
	52	4081	T-Môc Minh-Lv5	3	0	150	75	1								
	52	4081	T-ThÇn Lùc-Lv5	3	0	150	76	1								
	52	4081	T-Ng­ng ThÇn-Lv5	3	0	150	77	1								
	52	4081	T-V« Gian-Lv5	3	0	150	78	1								
	52	4081	T-V« Cùc-Lv5	3	0	150	79	1								
	52	4081	T-Cuång NhÉn-Lv5	3	0	150	80	1								
	52	4081	T-L¨ng NhuÖ-Lv5	3	0	150	81	1								
	52	4081	T-Linh Viªn-Lv5	3	0	150	82	1								
	52	4081	T-H¶i VËn-Lv5	3	0	150	83	1								
	52	4081	T-H¶i T©m-Lv5	3	0	150	84	1								
	52	2041	H-LiÖt Nham-Lv6	3	0	148	85	1					1			
	52	2041	H-Ph¸ Kh«ng-Lv6	3	0	148	86	1					1			
	52	2041	H-Tóy KiÕm-Lv6	3	0	148	87	1					1			
	52	2041	H-TËt Phong-Lv6	3	0	148	88	1					1			
	52	2041	H-TÊn Vò-Lv6	3	0	148	89	1					1			
	52	2041	H-¦ng TËp-Lv6	3	0	148	90	1					1			
	52	2041	H-Linh T©m-Lv6	3	0	148	91	1					1			
	52	2041	H-ThÇn Lùc-Lv6	3	0	148	92	1					1			
	52	2041	H-Ng­ng ThÇn-Lv6	3	0	148	93	1					1			
	52	2041	H-V« Gian-Lv6	3	0	148	94	1					1			
	52	2041	H-V« Cùc-Lv6	3	0	148	95	1					1			
	52	2041	H-Cuång NhÉn-Lv6	3	0	148	96	1					1			
	52	2041	H-L¨ng NhuÖ-Lv6	3	0	148	97	1					1			
	52	2041	H-Linh Viªn-Lv6	3	0	148	98	1					1			
	52	2041	H-H¶i VËn-Lv6	3	0	148	99	1					1			
	52	2041	H-H¶i T©m-Lv6	3	0	148	100	1					1			
	52	2041	C-LiÖt Nham-Lv6	3	0	149	87	1					1			
	52	2041	C-Ph¸ Kh«ng-Lv6	3	0	149	88	1					1			
	52	2041	C-Tóy KiÕm-Lv6	3	0	149	89	1					1			
	52	2041	C-TËt Phong-Lv6	3	0	149	90	1					1			
	52	2041	C-TÊn Vò-Lv6	3	0	149	91	1					1			
	52	2041	C-Qu¸n Th¹ch-Lv6	3	0	149	92	1					1			
	52	2041	C-Né Ng©m-Lv6	3	0	149	93	1					1			
	52	2041	C-Xuyªn V©n-Lv6	3	0	149	94	1					1			
	52	2041	C-ThÇn Lùc-Lv6	3	0	149	95	1					1			
	52	2041	C-Ng­ng ThÇn-Lv6	3	0	149	96	1					1			
	52	2041	C-V« Gian-Lv6	3	0	149	97	1					1			
	52	2041	C-V« Cùc-Lv6	3	0	149	98	1					1			
	52	2041	C-Cuång NhÉn-Lv6	3	0	149	99	1					1			
	52	2041	C-L¨ng NhuÖ-Lv6	3	0	149	100	1					1			
	52	2041	C-Linh Viªn-Lv6	3	0	149	101	1					1			
	52	2041	C-H¶i VËn-Lv6	3	0	149	102	1					1			
	52	2041	C-H¶i T©m-Lv6	3	0	149	103	1					1			
	52	2041	T-LiÖt Nham-Lv6	3	0	150	85	1					1			
	52	2041	T-Ph¸ Kh«ng-Lv6	3	0	150	86	1					1			
	52	2041	T-Tóy KiÕm-Lv6	3	0	150	87	1					1			
	52	2041	T-TËt Phong-Lv6	3	0	150	88	1					1			
	52	2041	T-TÊn Vò-Lv6	3	0	150	89	1					1			
	52	2041	T-V« L­îng-Lv6	3	0	150	90	1					1			
	52	2041	T-Môc Minh-Lv6	3	0	150	91	1					1			
	52	2040	T-ThÇn Lùc-Lv6	3	0	150	92	1					1			
	52	2040	T-Ng­ng ThÇn-Lv6	3	0	150	93	1					1			
	52	2040	T-V« Gian-Lv6	3	0	150	94	1					1			
	52	2040	T-V« Cùc-Lv6	3	0	150	95	1					1			
	52	2040	T-Cuång NhÉn-Lv6	3	0	150	96	1					1			
	52	2040	T-L¨ng NhuÖ-Lv6	3	0	150	97	1					1			
	52	2040	T-Linh Viªn-Lv6	3	0	150	98	1					1			
	52	2040	T-H¶i VËn-Lv6	3	0	150	99	1					1			
	52	2040	T-H¶i T©m-Lv6	3	0	150	100	1					1			
Fire_Num_1000	53	237500	HuyÕtTrÝchTh¹ch Lv4	3	2	22	104	1								
	53	237500	NguyÖtB¹chTh¹ch Lv4	3	2	22	204	1								
	53	237500	Hæ Ph¸ch Th¹ch CÊp 4	3	2	22	304	1								
	53	237500	H¾c DiÖu Th¹ch CÊp 4	3	2	22	404	1								
	53	10000	HuyÕtTrÝchTh¹ch Lv5	3	2	22	105	1					1			
	53	10000	NguyÖtB¹chTh¹ch Lv5	3	2	22	205	1					1			
	53	10000	Hæ Ph¸ch Th¹ch CÊp 5	3	2	22	305	1					1			
	53	10000	H¾c DiÖu Th¹ch CÊp 5	3	2	22	405	1					1			
	53	2500	HuyÕtTrÝchTh¹ch Lv6	3	2	22	106	1					1			
	53	2500	NguyÖtB¹chTh¹ch Lv6	3	2	22	206	1					1			
	53	2500	Hæ Ph¸ch Th¹ch CÊp 6	3	2	22	306	1					1			
	53	2500	H¾c DiÖu Th¹ch CÊp 6	3	2	22	406	1					1			
Xmas_orna	54		exp	4				10000								
Xmas_tree1	55		exp	4				1000000								
	55		Ch©n khÝ	6				200								
	55		C«ng tr¹ng	7				100								
Xmas_tree2	56		exp	4				2000000								
	56		Ch©n khÝ	6				400								
	56		C«ng tr¹ng	7				200								
Xmas_tree3	57		exp	4				4000000								
	57		Ch©n khÝ	6				600								
	57		C«ng tr¹ng	7				300								
Xmas_tree4	58		exp	4				8000000								
	58		Ch©n khÝ	6				800								
	58		C«ng tr¹ng	7				400								
Xmas_tree5	59		exp	4				16000000								
	59		Ch©n khÝ	6				1000								
	59		C«ng tr¹ng	7				500								
LS_tong1	60	200000	ThiÕt Tinh cÊp 1	3	2	1	30533	1								
	60	200000	ThiÕt Tinh cÊp 2	3	2	1	30534	1								
	60	100000	ThiÕt Tinh cÊp 3	3	2	1	30535	1								
	60	380000	Nh©n S©m V¹n N¨m	3	2	1	30071	1								
	60	70000	Tói §¸ Quý CÊp 1	3	2	1	30998	1								
	60	50000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1								
LS_tong2	61	100000	ThiÕt Tinh cÊp 1	3	2	1	30533	1								
	61	100000	ThiÕt Tinh cÊp 2	3	2	1	30534	1								
	61	50000	ThiÕt Tinh cÊp 3	3	2	1	30535	1								
	61	150000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1								
	61	150000	Huy Ch­¬ng ThiÕt ChÕ	3	0	153	2	1								
	61	330000	Nh©n S©m V¹n N¨m	3	2	1	30071	1								
	61	70000	Tói §¸ Quý CÊp 1	3	2	1	30998	1								
	61	50000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1								
LS_tong3	62	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1								
	62	50000	Båi Nguyªn §¬n	3	2	1	30351	1								
	62	400000	Nh©n S©m V¹n N¨m	3	2	1	30071	1								
	62	120000	Tói §¸ Quý CÊp 1	3	2	1	30998	1								
	62	30000	Tói §¸ Quý CÊp 2	3	2	1	30999	1								
	62	150000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1								
	62	100000	Huy Ch­¬ng ThiÕt ChÕ	3	0	153	2	1								
	62	50000	Huy Ch­¬ng Ngäc ChÕ	3	0	153	3	1								
	62	50000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1								
LS_tong4	63	50000	Tø Linh Quy Nguyªn §¬n	3	2	1	30352	1								
	63	50000	Båi Nguyªn §¬n	3	2	1	30351	1								
	63	60000	Huy Ch­¬ng Kim ChÕ ngò hµnh	3	0	153	4	1								
	63	60000	Huy Ch­¬ng Méc ChÕ ngò hµnh	3	0	153	5	1								
	63	60000	Huy Ch­¬ng Thñy ChÕ ngò hµnh	3	0	153	6	1								
	63	60000	Huy Ch­¬ng Háa ChÕ ngò hµnh	3	0	153	7	1								
	63	60000	Huy Ch­¬ng Thæ ChÕ ngò hµnh	3	0	153	8	1								
	63	60000	Huy Ch­¬ng ¢m ChÕ ngò hµnh	3	0	153	9	1								
	63	5000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1								
	63	5000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1								
	63	5000	Huy Ch­¬ng V©n Du	3	0	153	28	1								
	63	350000	Nh©n S©m V¹n N¨m	3	2	1	30071	1								
	63	100000	Tói §¸ Quý CÊp 1	3	2	1	30998	1								
	63	25000	Tói §¸ Quý CÊp 2	3	2	1	30999	1								
	63	50000	Kinh M¹ch §ång Nh©n	3	2	1	30730	1								
LS_tong5	64	150000	Huy Ch­¬ng §ång ChÕ	3	0	153	1	1								
	64	160000	Huy Ch­¬ng ThiÕt ChÕ	3	0	153	2	1								
	64	150000	Huy Ch­¬ng Ngäc ChÕ	3	0	153	3	1								
	64	5000	Huy Ch­¬ng Du HiÖp	3	0	153	26	1								
	64	5000	Huy Ch­¬ng ThiÕt HuyÕt	3	0	153	27	1								
	64	5000	Huy Ch­¬ng V©n Du	3	0	153	28	1								
