ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
50316	Hµo HiÖp §Çu	0;103;30568;1	2	3	18			50316		
50317	Hµo HiÖp §Çu	0;103;30568;1	2	4	18			50317		
50318	Hµo HiÖp §Çu	0;103;30568;1	1	1	20			50318		
50319	Hµo HiÖp §Çu	0;103;30568;1	1	2	20			50319		
50320	Hµo HiÖp §Çu	0;103;30568;1	2	3	20			50320		
50321	Hµo HiÖp §Çu	0;103;30568;1	2	4	20			50321		
50322	Hµo HiÖp §Çu	0;103;30568;1	1	1	21			50322		
50323	Hµo HiÖp §Çu	0;103;30568;1	1	2	21			50323		
50324	Hµo HiÖp §Çu	0;103;30568;1	2	3	21			50324		
50325	Hµo HiÖp §Çu	0;103;30568;1	2	4	21			50325		
50326	Hµo HiÖp §Çu	0;103;30568;1	1	1	23			50326		
50327	Hµo HiÖp §Çu	0;103;30568;1	1	2	23			50327		
50328	Hµo HiÖp §Çu	0;103;30568;1	1	1	25			50328		
50329	Hµo HiÖp §Çu	0;103;30568;1	1	2	25			50329		
50330	Hµo HiÖp §Çu	0;103;30568;1	2	3	25			50330		
50331	Hµo HiÖp §Çu	0;103;30568;1	2	4	25			50331		
50332	Hµo HiÖp §Çu	0;103;30568;1	1	1	26			50332		
50333	Hµo HiÖp §Çu	0;103;30568;1	1	2	26			50333		
50334	Hµo HiÖp §Çu	0;103;30568;1	2	3	26			50334		
50335	Hµo HiÖp §Çu	0;103;30568;1	2	4	26			50335		
50336	Hµo HiÖp §Çu	0;103;30568;1	1	1	27			50336		
50337	Hµo HiÖp §Çu	0;103;30568;1	1	2	27			50337		
50338	Hµo HiÖp §Çu	0;103;30568;1	2	3	27			50338		
50339	Hµo HiÖp §Çu	0;103;30568;1	2	4	27			50339		
50340	Hµo HiÖp §Çu	0;103;30568;1	2	3	29			50340		
50341	Hµo HiÖp §Çu	0;103;30568;1	2	4	29			50341		
50342	Hµo HiÖp §Çu	0;103;30568;1	2	3	30			50342		
50343	Hµo HiÖp §Çu	0;103;30568;1	2	4	30			50343		
50344	Hµo HiÖp §Çu	0;103;30568;1	1	1	31			50344		
50345	Hµo HiÖp §Çu	0;103;30568;1	1	2	31			50345		
50346	Hµo HiÖp §Çu	0;103;30568;1	2	3	31			50346		
50347	Hµo HiÖp §Çu	0;103;30568;1	2	4	31			50347		
50348	Hµo HiÖp §Çu	0;103;30568;1	1	1	32			50348		
50349	Hµo HiÖp §Çu	0;103;30568;1	1	2	32			50349		
50350	Hµo HiÖp Y	0;100;30568;1	1	1	2			50350		
50351	Hµo HiÖp Y	0;100;30568;1	1	2	2			50351		
50352	Hµo HiÖp Y	0;100;30568;1	1	1	3			50352		
50353	Hµo HiÖp Y	0;100;30568;1	1	2	3			50353		
50354	Hµo HiÖp Y	0;100;30568;1	1	1	4			50354		
50355	Hµo HiÖp Y	0;100;30568;1	1	2	4			50355		
50356	Hµo HiÖp Y	0;100;30568;1	1	1	6			50356		
50357	Hµo HiÖp Y	0;100;30568;1	1	2	6			50357		
50358	Hµo HiÖp Y	0;100;30568;1	2	3	6			50358		
50359	Hµo HiÖp Y	0;100;30568;1	2	4	6			50359		
50360	Hµo HiÖp Y	0;100;30568;1	2	3	8			50360		
50361	Hµo HiÖp Y	0;100;30568;1	2	4	8			50361		
50362	Hµo HiÖp Y	0;100;30568;1	2	3	9			50362		
50363	Hµo HiÖp Y	0;100;30568;1	2	4	9			50363		
50364	Hµo HiÖp Y	0;100;30568;1	1	1	11			50364		
50365	Hµo HiÖp Y	0;100;30568;1	1	2	11			50365		
50366	Hµo HiÖp Y	0;100;30568;1	2	3	11			50366		
50367	Hµo HiÖp Y	0;100;30568;1	2	4	11			50367		
50368	Hµo HiÖp Y	0;100;30568;1	1	1	12			50368		
50369	Hµo HiÖp Y	0;100;30568;1	1	2	12			50369		
50370	Hµo HiÖp Y	0;100;30568;1	2	3	12			50370		
50371	Hµo HiÖp Y	0;100;30568;1	2	4	12			50371		
50372	Hµo HiÖp Y	0;100;30568;1	1	1	14			50372		
50373	Hµo HiÖp Y	0;100;30568;1	1	2	14			50373		
50374	Hµo HiÖp Y	0;100;30568;1	2	3	14			50374		
50375	Hµo HiÖp Y	0;100;30568;1	2	4	14			50375		
50376	Hµo HiÖp Y	0;100;30568;1	1	1	15			50376		
50377	Hµo HiÖp Y	0;100;30568;1	1	2	15			50377		
50378	Hµo HiÖp Y	0;100;30568;1	2	3	15			50378		
50379	Hµo HiÖp Y	0;100;30568;1	2	4	15			50379		
50380	Hµo HiÖp Y	0;100;30568;1	1	1	17			50380		
50381	Hµo HiÖp Y	0;100;30568;1	1	2	17			50381		
50382	Hµo HiÖp Y	0;100;30568;1	2	3	17			50382		
50383	Hµo HiÖp Y	0;100;30568;1	2	4	17			50383		
50384	Hµo HiÖp Y	0;100;30568;1	1	1	18			50384		
50385	Hµo HiÖp Y	0;100;30568;1	1	2	18			50385		
50386	Hµo HiÖp Y	0;100;30568;1	2	3	18			50386		
50387	Hµo HiÖp Y	0;100;30568;1	2	4	18			50387		
50388	Hµo HiÖp Y	0;100;30568;1	1	1	20			50388		
50389	Hµo HiÖp Y	0;100;30568;1	1	2	20			50389		
50390	Hµo HiÖp Y	0;100;30568;1	2	3	20			50390		
50391	Hµo HiÖp Y	0;100;30568;1	2	4	20			50391		
50392	Hµo HiÖp Y	0;100;30568;1	1	1	21			50392		
50393	Hµo HiÖp Y	0;100;30568;1	1	2	21			50393		
50394	Hµo HiÖp Y	0;100;30568;1	2	3	21			50394		
50395	Hµo HiÖp Y	0;100;30568;1	2	4	21			50395		
50396	Hµo HiÖp Y	0;100;30568;1	1	1	23			50396		
50397	Hµo HiÖp Y	0;100;30568;1	1	2	23			50397		
50398	Hµo HiÖp Y	0;100;30568;1	1	1	25			50398		
50399	Hµo HiÖp Y	0;100;30568;1	1	2	25			50399		
50400	Hµo HiÖp Y	0;100;30568;1	2	3	25			50400		
50401	Hµo HiÖp Y	0;100;30568;1	2	4	25			50401		
50402	Hµo HiÖp Y	0;100;30568;1	1	1	26			50402		
50403	Hµo HiÖp Y	0;100;30568;1	1	2	26			50403		
50404	Hµo HiÖp Y	0;100;30568;1	2	3	26			50404		
50405	Hµo HiÖp Y	0;100;30568;1	2	4	26			50405		
50406	Hµo HiÖp Y	0;100;30568;1	1	1	27			50406		
50407	Hµo HiÖp Y	0;100;30568;1	1	2	27			50407		
50408	Hµo HiÖp Y	0;100;30568;1	2	3	27			50408		
50409	Hµo HiÖp Y	0;100;30568;1	2	4	27			50409		
50410	Hµo HiÖp Y	0;100;30568;1	2	3	29			50410		
50411	Hµo HiÖp Y	0;100;30568;1	2	4	29			50411		
50412	Hµo HiÖp Y	0;100;30568;1	2	3	30			50412		
50413	Hµo HiÖp Y	0;100;30568;1	2	4	30			50413		
50414	Hµo HiÖp Y	0;100;30568;1	1	1	31			50414		
50415	Hµo HiÖp Y	0;100;30568;1	1	2	31			50415		
50416	Hµo HiÖp Y	0;100;30568;1	2	3	31			50416		
50417	Hµo HiÖp Y	0;100;30568;1	2	4	31			50417		
50418	Hµo HiÖp Y	0;100;30568;1	1	1	32			50418		
50419	Hµo HiÖp Y	0;100;30568;1	1	2	32			50419		
50420	Hµo HiÖp Trang	0;101;30568;1	1	1	2			50420		
50421	Hµo HiÖp Trang	0;101;30568;1	1	2	2			50421		
50422	Hµo HiÖp Trang	0;101;30568;1	1	1	3			50422		
50423	Hµo HiÖp Trang	0;101;30568;1	1	2	3			50423		
50424	Hµo HiÖp Trang	0;101;30568;1	1	1	4			50424		
50425	Hµo HiÖp Trang	0;101;30568;1	1	2	4			50425		
50426	Hµo HiÖp Trang	0;101;30568;1	1	1	6			50426		
50427	Hµo HiÖp Trang	0;101;30568;1	1	2	6			50427		
50428	Hµo HiÖp Trang	0;101;30568;1	2	3	6			50428		
50429	Hµo HiÖp Trang	0;101;30568;1	2	4	6			50429		
50430	Hµo HiÖp Trang	0;101;30568;1	2	3	8			50430		
50431	Hµo HiÖp Trang	0;101;30568;1	2	4	8			50431		
50432	Hµo HiÖp Trang	0;101;30568;1	2	3	9			50432		
50433	Hµo HiÖp Trang	0;101;30568;1	2	4	9			50433		
50434	Hµo HiÖp Trang	0;101;30568;1	1	1	11			50434		
50435	Hµo HiÖp Trang	0;101;30568;1	1	2	11			50435		
50436	Hµo HiÖp Trang	0;101;30568;1	2	3	11			50436		
50437	Hµo HiÖp Trang	0;101;30568;1	2	4	11			50437		
50438	Hµo HiÖp Trang	0;101;30568;1	1	1	12			50438		
50439	Hµo HiÖp Trang	0;101;30568;1	1	2	12			50439		
50440	Hµo HiÖp Trang	0;101;30568;1	2	3	12			50440		
50441	Hµo HiÖp Trang	0;101;30568;1	2	4	12			50441		
50442	Hµo HiÖp Trang	0;101;30568;1	1	1	14			50442		
50443	Hµo HiÖp Trang	0;101;30568;1	1	2	14			50443		
50444	Hµo HiÖp Trang	0;101;30568;1	2	3	14			50444		
50445	Hµo HiÖp Trang	0;101;30568;1	2	4	14			50445		
50446	Hµo HiÖp Trang	0;101;30568;1	1	1	15			50446		
50447	Hµo HiÖp Trang	0;101;30568;1	1	2	15			50447		
50448	Hµo HiÖp Trang	0;101;30568;1	2	3	15			50448		
50449	Hµo HiÖp Trang	0;101;30568;1	2	4	15			50449		
50450	Hµo HiÖp Trang	0;101;30568;1	1	1	17			50450		
50451	Hµo HiÖp Trang	0;101;30568;1	1	2	17			50451		
50452	Hµo HiÖp Trang	0;101;30568;1	2	3	17			50452		
50453	Hµo HiÖp Trang	0;101;30568;1	2	4	17			50453		
50454	Hµo HiÖp Trang	0;101;30568;1	1	1	18			50454		
50455	Hµo HiÖp Trang	0;101;30568;1	1	2	18			50455		
50456	Hµo HiÖp Trang	0;101;30568;1	2	3	18			50456		
50457	Hµo HiÖp Trang	0;101;30568;1	2	4	18			50457		
50458	Hµo HiÖp Trang	0;101;30568;1	1	1	20			50458		
50459	Hµo HiÖp Trang	0;101;30568;1	1	2	20			50459		
50460	Hµo HiÖp Trang	0;101;30568;1	2	3	20			50460		
50461	Hµo HiÖp Trang	0;101;30568;1	2	4	20			50461		
50462	Hµo HiÖp Trang	0;101;30568;1	1	1	21			50462		
50463	Hµo HiÖp Trang	0;101;30568;1	1	2	21			50463		
50464	Hµo HiÖp Trang	0;101;30568;1	2	3	21			50464		
50465	Hµo HiÖp Trang	0;101;30568;1	2	4	21			50465		
50466	Hµo HiÖp Trang	0;101;30568;1	1	1	23			50466		
50467	Hµo HiÖp Trang	0;101;30568;1	1	2	23			50467		
50468	Hµo HiÖp Trang	0;101;30568;1	1	1	25			50468		
50469	Hµo HiÖp Trang	0;101;30568;1	1	2	25			50469		
50470	Hµo HiÖp Trang	0;101;30568;1	2	3	25			50470		
50471	Hµo HiÖp Trang	0;101;30568;1	2	4	25			50471		
50472	Hµo HiÖp Trang	0;101;30568;1	1	1	26			50472		
50473	Hµo HiÖp Trang	0;101;30568;1	1	2	26			50473		
50474	Hµo HiÖp Trang	0;101;30568;1	2	3	26			50474		
50475	Hµo HiÖp Trang	0;101;30568;1	2	4	26			50475		
50476	Hµo HiÖp Trang	0;101;30568;1	1	1	27			50476		
50477	Hµo HiÖp Trang	0;101;30568;1	1	2	27			50477		
50478	Hµo HiÖp Trang	0;101;30568;1	2	3	27			50478		
50479	Hµo HiÖp Trang	0;101;30568;1	2	4	27			50479		
50480	Hµo HiÖp Trang	0;101;30568;1	2	3	29			50480		
50481	Hµo HiÖp Trang	0;101;30568;1	2	4	29			50481		
50482	Hµo HiÖp Trang	0;101;30568;1	2	3	30			50482		
50483	Hµo HiÖp Trang	0;101;30568;1	2	4	30			50483		
50484	Hµo HiÖp Trang	0;101;30568;1	1	1	31			50484		
50485	Hµo HiÖp Trang	0;101;30568;1	1	2	31			50485		
50486	Hµo HiÖp Trang	0;101;30568;1	2	3	31			50486		
50487	Hµo HiÖp Trang	0;101;30568;1	2	4	31			50487		
50488	Hµo HiÖp Trang	0;101;30568;1	1	1	32			50488		
50489	Hµo HiÖp Trang	0;101;30568;1	1	2	32			50489		
50490	Hµo HiÖp Giíi	0;102;31126;1						30000;50490;50491;50492;50493;50494		
50495	Hµo HiÖp Béi	0;102;31127;1						30000;50495;50496;50497;50498;50499		
50500	Hµo HiÖp §ao	0;3;30724;1	1	1	2			50500		
50501	Hµo HiÖp §ao	0;3;30724;1	1	2	2			50501		
50502	Hµo HiÖp Tr­îng	0;8;30725;1	1	1	3			50502		
50503	Hµo HiÖp Tr­îng	0;8;30725;1	1	2	3			50503		
50504	Hµo HiÖp Thñ	0;0;30726;1	1	1	4			50504		
50505	Hµo HiÖp Thñ	0;0;30726;1	1	2	4			50505		
50506	Hµo HiÖp Ch©m	0;1;30727;1	1	1	6			50506		
50507	Hµo HiÖp Ch©m	0;1;30727;1	1	2	6			50507		
50508	Hµo HiÖp Ch©m	0;1;30727;1	2	3	6			50508		
50509	Hµo HiÖp Ch©m	0;1;30727;1	2	4	6			50509		
50510	Hµo HiÖp KiÕm	0;2;30728;1	2	3	8			50510		
50511	Hµo HiÖp KiÕm	0;2;30728;1	2	4	8			50511		
50512	Hµo HiÖp CÇm	0;10;30729;1	2	3	9			50512		
50513	Hµo HiÖp CÇm	0;10;30729;1	2	4	9			50513		
50514	Hµo HiÖp Thñ	0;0;30730;1	1	1	11			50514		
50515	Hµo HiÖp Thñ	0;0;30730;1	1	2	11			50515		
50516	Hµo HiÖp Thñ	0;0;30730;1	2	3	11			50516		
50517	Hµo HiÖp Thñ	0;0;30730;1	2	4	11			50517		
50518	Hµo HiÖp C«n	0;5;30731;1	1	1	12			50518		
50519	Hµo HiÖp C«n	0;5;30731;1	1	2	12			50519		
50520	Hµo HiÖp C«n	0;5;30731;1	2	3	12			50520		
50521	Hµo HiÖp C«n	0;5;30731;1	2	4	12			50521		
50522	Hµo HiÖp KiÕm	0;2;30732;1	1	1	14			50522		
50523	Hµo HiÖp KiÕm	0;2;30732;1	1	2	14			50523		
50524	Hµo HiÖp KiÕm	0;2;30732;1	2	3	14			50524		
50525	Hµo HiÖp KiÕm	0;2;30732;1	2	4	14			50525		
50526	Hµo HiÖp Bót	0;9;30733;1	1	1	15			50526		
50527	Hµo HiÖp Bót	0;9;30733;1	1	2	15			50527		
50528	Hµo HiÖp Bót	0;9;30733;1	2	3	15			50528		
50529	Hµo HiÖp Bót	0;9;30733;1	2	4	15			50529		
50530	Hµo HiÖp Th­¬ng	0;6;30734;1	1	1	17			50530		
50531	Hµo HiÖp Th­¬ng	0;6;30734;1	1	2	17			50531		
50532	Hµo HiÖp Th­¬ng	0;6;30734;1	2	3	17			50532		
50533	Hµo HiÖp Th­¬ng	0;6;30734;1	2	4	17			50533		
50534	Hµo HiÖp Cung	0;4;30735;1	1	1	18			50534		
50535	Hµo HiÖp Cung	0;4;30735;1	1	2	18			50535		
50536	Hµo HiÖp Cung	0;4;30735;1	2	3	18			50536		
50537	Hµo HiÖp Cung	0;4;30735;1	2	4	18			50537		
50538	Hµo HiÖp Song §ao	0;7;30736;1	1	1	20			50538		
50539	Hµo HiÖp Song §ao	0;7;30736;1	1	2	20			50539		
50540	Hµo HiÖp Song §ao	0;7;30736;1	2	3	20			50540		
50541	Hµo HiÖp Song §ao	0;7;30736;1	2	4	20			50541		
50542	Hµo HiÖp Tr¶o	0;11;30737;1	1	1	21			50542		
50543	Hµo HiÖp Tr¶o	0;11;30737;1	1	2	21			50543		
50544	Hµo HiÖp Tr¶o	0;11;30737;1	2	3	21			50544		
50545	Hµo HiÖp Tr¶o	0;11;30737;1	2	4	21			50545		
50546	Hµo HiÖp KiÕm	0;2;30738;1	1	1	23			50546		
50547	Hµo HiÖp KiÕm	0;2;30738;1	1	2	23			50547		
50548	Hµo HiÖp §ao	0;3;30739;1	1	1	25			50548		
50549	Hµo HiÖp §ao	0;3;30739;1	1	2	25			50549		
50550	Hµo HiÖp §ao	0;3;30739;1	2	3	25			50550		
50551	Hµo HiÖp §ao	0;3;30739;1	2	4	25			50551		
50552	Hµo HiÖp Bót	0;9;30740;1	1	1	26			50552		
50553	Hµo HiÖp Bót	0;9;30740;1	1	2	26			50553		
50554	Hµo HiÖp Bót	0;9;30740;1	2	3	26			50554		
50555	Hµo HiÖp Bót	0;9;30740;1	2	4	26			50555		
50556	Hµo HiÖp Tr¶o	0;11;30741;1	1	1	27			50556		
50557	Hµo HiÖp Tr¶o	0;11;30741;1	1	2	27			50557		
50558	Hµo HiÖp Tr¶o	0;11;30741;1	2	3	27			50558		
50559	Hµo HiÖp Tr¶o	0;11;30741;1	2	4	27			50559		
50560	Hµo HiÖp PhiÕn	0;13;30742;1	2	3	29			50560		
50561	Hµo HiÖp PhiÕn	0;13;30742;1	2	4	29			50561		
50562	Hµo HiÖp §Þch	0;12;30743;1	2	3	30			50562		
50563	Hµo HiÖp §Þch	0;12;30743;1	2	4	30			50563		
50564	Hµo HiÖp Chñy	0;14;32162;1	1	1	31			50564		
50565	Hµo HiÖp Chñy	0;14;32162;1	1	2	31			50565		
50566	Hµo HiÖp Chñy	0;14;32162;1	2	3	31			50566		
50567	Hµo HiÖp Chñy	0;14;32162;1	2	4	31			50567		
50568	Hµo HiÖp KiÕm	0;2;32190;1	1	1	32			50568		
50569	Hµo HiÖp KiÕm	0;2;32190;1	1	2	32			50569		
0										
50570	V« H¹ Hµo HiÖp LÖnh (Nãn)	2;1;40011;1						50570		
50571	V« H¹ Hµo HiÖp LÖnh (¸o)	2;1;40012;1						50571		
50572	V« H¹ Hµo HiÖp LÖnh (QuÇn)	2;1;40013;1						50572		
50573	V« H¹ Hµo HiÖp LÖnh (Trang Søc)	2;1;40015;1						30000;50573;50574		
50575	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			2			50575		
50576	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			3			50576		
50577	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			4			50577		
50578	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			6			50578		
50579	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			8			50579		
50580	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			9			50580		
50581	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			11			50581		
50582	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			12			50582		
50583	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			14			50583		
50584	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			15			50584		
50585	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			17			50585		
50586	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			18			50586		
50587	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			20			50587		
50588	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			21			50588		
50589	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			23			50589		
50590	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			25			50590		
50591	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			26			50591		
50592	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			27			50592		
50593	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			29			50593		
50594	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			30			50594		
50595	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			31			50595		
50596	V« H¹ Hµo HiÖp LÖnh (Vò KhÝ)	2;1;40014;1			32			50596		
0										
50597	Èm HuyÕt §Çu	0;103;30610;1						50597		
50598	Èm HuyÕt Y	0;100;30610;1						50598		
50599	Èm HuyÕt Trang	0;101;30610;1						50599		
50600	Èm HuyÕt T¶ Giíi	0;102;31272;1						30000;50600;50601		
50602	Èm HuyÕt H÷u Giíi	0;102;31273;1						30000;50602;50603		
50604	Èm HuyÕt Béi	0;102;31414;1						30000;50604;50605		
50606	Èm HuyÕt Trôy	0;102;31415;1						30000;50606;50607		
50608	Èm HuyÕt §ao	0;3;30884;1			2			50608		
50609	Èm HuyÕt Tr­îng	0;8;30885;1			3			50609		
50610	Èm HuyÕt Thñ	0;0;30886;1			4			50610		
50611	Èm HuyÕt Ch©m	0;1;30887;1			6			50611		
50612	Èm HuyÕt KiÕm	0;2;30888;1			8			50612		
50613	Èm HuyÕt CÇm	0;10;30889;1			9			50613		
50614	Èm HuyÕt Thñ	0;0;30890;1			11			50614		
50615	Èm HuyÕt Cån	0;5;30891;1			12			50615		
50616	Èm HuyÕt KiÕm	0;2;30892;1			14			50616		
50617	Èm HuyÕt Bót	0;9;30893;1			15			50617		
50618	Èm HuyÕt Th­¬ng	0;6;30894;1			17			50618		
50619	Èm HuyÕt Cung	0;4;30895;1			18			50619		
50620	Èm HuyÕt Song §ao	0;7;30896;1			20			50620		
50621	Èm HuyÕt Tr¶o	0;11;30897;1			21			50621		
50622	Èm HuyÕt KiÕm	0;2;30898;1			23			50622		
50623	Èm HuyÕt §ao	0;3;30899;1			25			50623		
50624	Èm HuyÕt Bót	0;9;30900;1			26			50624		
50625	Èm HuyÕt Tr¶o	0;11;30901;1			27			50625		
50626	Èm HuyÕt PhiÕn	0;13;30902;1			29			50626		
50627	Èm HuyÕt §Þch	0;12;30903;1			30			50627		
50628	Èm HuyÕt Chñy	0;14;32164;1			31			50628		
50629	Èm HuyÕt KiÕm	0;2;32192;1			32			50629		
0										
50630	S¸t Tinh LÖnh Bµi_CH (§Çu)	2;1;40001;1						50630		
50631	S¸t Tinh LÖnh Bµi_CH (¸o)	2;1;40002;1						50631		
50632	S¸t Tinh LÖnh Bµi_CH (QuÇn)	2;1;40003;1						50632		
50633	S¸t Tinh LÖnh Bµi_CH (Trang Søc)	2;1;40005;1						30000;50633;50634;50635;50636		
50637	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			2			50637		
50638	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			3			50638		
50639	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			4			50639		
50640	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			6			50640		
50641	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			8			50641		
50642	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			9			50642		
50643	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			11			50643		
50644	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			12			50644		
50645	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			14			50645		
50646	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			15			50646		
50647	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			17			50647		
50648	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			18			50648		
50649	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			20			50649		
50650	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			21			50650		
50651	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			23			50651		
50652	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			25			50652		
50653	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			26			50653		
50654	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			27			50654		
50655	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			29			50655		
50656	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			30			50656		
50657	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			31			50657		
50658	S¸t Tinh LÖnh Bµi_CH (Vò KhÝ)	2;1;40004;1			32			50658		
0										
50659	Ph¸ Hån LÖnh_CH (§Çu)	2;1;40006;1						50659		
50660	Ph¸ Hån LÖnh_CH (¸o)	2;1;40007;1						50660		
50661	Ph¸ Hån LÖnh_CH (QuÇn)	2;1;40008;1						50661		
50662	Ph¸ Hån LÖnh_CH (Trang Søc)	2;1;40010;1						30000;50662;50663		
50664	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			2			50664		
50665	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			3			50665		
50666	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			4			50666		
50667	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			6			50667		
50668	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			8			50668		
50669	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			9			50669		
50670	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			11			50670		
50671	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			12			50671		
50672	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			14			50672		
50673	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			15			50673		
50674	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			17			50674		
50675	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			18			50675		
50676	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			20			50676		
50677	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			21			50677		
50678	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			23			50678		
50679	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			25			50679		
50680	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			26			50680		
50681	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			27			50681		
50682	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			29			50682		
50683	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			30			50683		
50684	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			31			50684		
50685	Ph¸ Hån LÖnh_CH (Vò KhÝ)	2;1;40009;1			32			50685		
0										
50686	Tèng Th­¬ng ¦ng T­íng Qu©n Kh«i	0;103;30033;1	1	1				50686		
50687	Tèng Th­¬ng ¦ng T­íng Qu©n Kh«i	0;103;30034;1	1	2				50687		
50688	Tèng Th­¬ng ¦ng T­íng Qu©n Kh«i	0;103;30035;1	2	3				50688		
50689	Tèng Th­¬ng ¦ng T­íng Qu©n Kh«i	0;103;30036;1	2	4				50689		
50690	Tèng Th­¬ng ¦ng T­íng Qu©n Bµo	0;100;30033;1	1	1				50690		
50691	Tèng Th­¬ng ¦ng T­íng Qu©n Bµo	0;100;30034;1	1	2				50691		
50692	Tèng Th­¬ng ¦ng T­íng Qu©n Bµo	0;100;30035;1	2	3				50692		
50693	Tèng Th­¬ng ¦ng T­íng Qu©n Bµo	0;100;30036;1	2	4				50693		
50694	Tèng Th­¬ng ¦ng T­íng Qu©n Trang	0;101;30033;1	1	1				50694		
50695	Tèng Th­¬ng ¦ng T­íng Qu©n Trang	0;101;30034;1	1	2				50695		
50696	Tèng Th­¬ng ¦ng T­íng Qu©n Trang	0;101;30035;1	2	3				50696		
