Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	HiÖu øng	Gi÷ l¹i b	L­u c	L­u d	L­u e	L­u f	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh (1=nam; 2=n÷)	ThÓ h×nh (1=nam tiªu chuÈn; 2=nam kh«i ng«; 3=n÷ gîi c¶m; 4=kiÒu n÷)	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi trang bŞ lªn ng­êi sÏ hiÖn tªn lo¹i h×nh	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	L­u ( Ch÷ sè)	Gi¸ trŞ
ThiÕu L©m Tinh Kú (Kh«i Thñ)	0	120	42	0	0		0;42							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
ThiÕu L©m Tinh Kú (KiÒu Së)	0	120	43	0	0		0;43							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
ThiÕu L©m Tinh Kú (Anh KiÖt)	0	120	44	0	0		0;44							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
§­êng M«n Tinh Kú (Kh«i Thñ)	0	120	45	0	0		0;45							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
§­êng M«n Tinh Kú (KiÒu Së)	0	120	46	0	0		0;46							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
§­êng M«n Tinh Kú (Anh KiÖt)	0	120	47	0	0		0;47							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Nga My Tinh Kú (Kh«i Thñ)	0	120	48	0	0		0;48							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Nga My Tinh Kú (KiÒu Së)	0	120	49	0	0		0;49							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Nga My Tinh Kú (Anh KiÖt)	0	120	50	0	0		0;50							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
C¸i Bang Tinh Kú (Kh«i Thñ)	0	120	51	0	0		0;51							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
C¸i Bang Tinh Kú (KiÒu Së)	0	120	52	0	0		0;52							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
C¸i Bang Tinh Kú (Anh KiÖt)	0	120	53	0	0		0;53							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Vâ §ang Tinh Kú (Kh«i Thñ)	0	120	54	0	0		0;54							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Vâ §ang Tinh Kú (KiÒu Së)	0	120	55	0	0		0;55							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Vâ §ang Tinh Kú (Anh KiÖt)	0	120	56	0	0		0;56							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
D­¬ng M«n Tinh Kú (Kh«i Thñ)	0	120	57	0	0		0;57							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
D­¬ng M«n Tinh Kú (KiÒu Së)	0	120	58	0	0		0;58							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
D­¬ng M«n Tinh Kú (Anh KiÖt)	0	120	59	0	0		0;59							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Ngò §éc Tinh Kú (Kh«i Thñ)	0	120	60	0	0		0;60							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Ngò §éc Tinh Kú (KiÒu Së)	0	120	61	0	0		0;61							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Ngò §éc Tinh Kú (Anh KiÖt)	0	120	62	0	0		0;62							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
C«n L«n Tinh Kú (Kh«i Thñ)	0	120	63	0	0		0;63							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
C«n L«n Tinh Kú (KiÒu Së)	0	120	64	0	0		0;64							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
C«n L«n Tinh Kú (Anh KiÖt)	0	120	65	0	0		0;65							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Minh gi¸o Tinh Kú (Kh«i Thñ)	0	120	66	0	0		0;66							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Minh gi¸o Tinh Kú (KiÒu Së)	0	120	67	0	0		0;67							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Minh gi¸o Tinh Kú (Anh KiÖt)	0	120	68	0	0		0;68							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Thóy Yªn Tinh Kú (Kh«i Thñ)	0	120	69	0	0		0;69							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 1 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Thóy Yªn Tinh Kú (KiÒu Së)	0	120	70	0	0		0;70							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 2 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Thóy Yªn Tinh Kú (Anh KiÖt)	0	120	71	0	0		0;71							80				\image\item\ring\½«¾üÁîÆì1a1.spr	\image\item\ring\½«¾üÁîÆì1a0.spr	§¹i Héi Tû Vâ-Th­ëng ph¸i h¹ng 3 cña mïa gi¶i.		ThÇn bİ		1	2	1			999
Hoa Hång §á-Vai	0	119	72	0	0		0;72							1	1	1		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång §á-Vai	0	119	73	0	0		0;73							1	1	2		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång §á-Vai	0	119	74	0	0		0;74							1	2	3		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång §á-Vai	0	119	75	0	0		0;75							1	2	4		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång PhÊn-Vai	0	119	76	0	0		0;76							1	1	1		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång PhÊn-Vai	0	119	77	0	0		0;77							1	1	2		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång PhÊn-Vai	0	119	78	0	0		0;78							1	2	3		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång PhÊn-Vai	0	119	79	0	0		0;79							1	2	4		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång Xanh-Vai	0	119	80	0	0		0;80							1	1	1		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång Xanh-Vai	0	119	81	0	0		0;81							1	1	2		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång Xanh-Vai	0	119	82	0	0		0;82							1	2	3		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång Xanh-Vai	0	119	83	0	0		0;83							1	2	4		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03_p(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång §á-Trôy	0	120	72	0	0		0;72							1	1	1		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång §á-Trôy	0	120	73	0	0		0;73							1	1	2		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång §á-Trôy	0	120	74	0	0		0;74							1	2	3		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång §á-Trôy	0	120	75	0	0		0;75							1	2	4		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång PhÊn-Trôy	0	120	76	0	0		0;76							1	1	1		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång PhÊn-Trôy	0	120	77	0	0		0;77							1	1	2		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång PhÊn-Trôy	0	120	78	0	0		0;78							1	2	3		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång PhÊn-Trôy	0	120	79	0	0		0;79							1	2	4		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång Xanh-Trôy	0	120	80	0	0		0;80							1	1	1		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång Xanh-Trôy	0	120	81	0	0		0;81							1	1	2		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång Xanh-Trôy	0	120	82	0	0		0;82							1	2	3		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång Xanh-Trôy	0	120	83	0	0		0;83							1	2	4		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03_p(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03_p.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	0	1			999
Hoa Hång §á Tinh X¶o-Vai	0	119	84	0	0		0;84							1	1	1		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång §á Tinh X¶o-Vai	0	119	85	0	0		0;85							1	1	2		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång §á Tinh X¶o-Vai	0	119	86	0	0		0;86							1	2	3		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång §á Tinh X¶o-Vai	0	119	87	0	0		0;87							1	2	4		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ02.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång PhÊn Tinh X¶o-Vai	0	119	88	0	0		0;88							1	1	1		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång PhÊn Tinh X¶o-Vai	0	119	89	0	0		0;89							1	1	2		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång PhÊn Tinh X¶o-Vai	0	119	90	0	0		0;90							1	2	3		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång PhÊn Tinh X¶o-Vai	0	119	91	0	0		0;91							1	2	4		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ01.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång Xanh Tinh X¶o-Vai	0	119	92	0	0		0;92							1	1	1		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång Xanh Tinh X¶o-Vai	0	119	93	0	0		0;93							1	1	2		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång Xanh Tinh X¶o-Vai	0	119	94	0	0		0;94							1	2	3		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång Xanh Tinh X¶o-Vai	0	119	95	0	0		0;95							1	2	4		\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03(36).spr	\image\item\ornament\Q_ÇéÈË½Ú¼çÊÎ03.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång §á Tinh X¶o-Trôy	0	120	84	0	0		0;84							1	1	1		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång §á Tinh X¶o-Trôy	0	120	85	0	0		0;85							1	1	2		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång §á Tinh X¶o-Trôy	0	120	86	0	0		0;86							1	2	3		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång §á Tinh X¶o-Trôy	0	120	87	0	0		0;87							1	2	4		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹01.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång PhÊn Tinh X¶o-Trôy	0	120	88	0	0		0;88							1	1	1		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång PhÊn Tinh X¶o-Trôy	0	120	89	0	0		0;89							1	1	2		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång PhÊn Tinh X¶o-Trôy	0	120	90	0	0		0;90							1	2	3		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång PhÊn Tinh X¶o-Trôy	0	120	91	0	0		0;91							1	2	4		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹02.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång Xanh Tinh X¶o-Trôy	0	120	92	0	0		0;92							1	1	1		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång Xanh Tinh X¶o-Trôy	0	120	93	0	0		0;93							1	1	2		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång Xanh Tinh X¶o-Trôy	0	120	94	0	0		0;94							1	2	3		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
Hoa Hång Xanh Tinh X¶o-Trôy	0	120	95	0	0		0;95							1	2	4		\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03(36).spr	\image\item\ornament\Q_ÇéÈË½ÚÑü×¹03.spr	Nïng diÔm tËn liªn th¾ng th¸i héi, gia danh thïy tÆng t¸c mai kh«i.		ThÇn bİ		1	2	1			999
