T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Biªn hiÖu bé trang bŞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bŞ)	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Gi¸ng Tö Bµo	0	100	77	60	15000	0	160	14;44						85	1	1		\image\item\cloth\ç­×ÏÅÛa1.spr	\image\item\cloth\ç­×ÏÅÛa0.spr	Lµm tõ l«ng vò ®en tuyÒn, ®iÓm xuyÕn mµu tİm thÉm, ngù néi gia ch©n khİ.	±ê×¼ÄĞÉÏÒÂ8¼¶ÄÚ	Th­îng y		8	0	0		0					
L­u Kim Gi¸p Y	0	100	78	60	15000	0	140	14;44						85	1	2		\image\item\cloth\¬–½ğ¼×ÒÂa1.spr	\image\item\cloth\¬–½ğ¼×ÒÂa0.spr	¸o gi¸p lµm tõ t¬ L­u Kim, chÊt liÖu bÒn ch¾c, ngù néi gia ch©n khİ.	¿ıÎàÄĞÉÏÒÂ8¼¶ÄÚ	Th­îng y		8	0	0		0					
Song §¹i Vò Th­êng.	0	100	79	60	15000	0	200	14;44						85	2	3		\image\item\cloth\Ë«÷ìÓğÉÑa1.spr	\image\item\cloth\Ë«÷ìÓğÉÑa0.spr	Mµu ®en nh¹t, t«n vÎ ®Ñp khuynh thµnh.	ĞÔ¸ĞÅ®ÉÏÒÂ8¼¶ÄÚ	Th­îng y		8	0	0		0					
Phông Vò Nghª Sa	0	100	80	60	15000	0	175	14;44						85	2	4		\image\item\cloth\·ïÓğÄŞÉ´a1.spr	\image\item\cloth\·ïÓğÄŞÉ´a0.spr	Lµm tõ t¬ Thiªn TÇm, phiªu bång kiªu sa.	½¿Ğ¡Å®ÉÏÒÂ8¼¶ÄÚ	Th­îng y		8	0	0		0					
Tè Ng©n Bµo	0	100	81	60	20000	0	160	33;33						94	1	1		\image\item\cloth\ËØÒøÅÛa1.spr	\image\item\cloth\ËØÒøÅÛa0.spr	Lµm tõ t¬ Tè Ng©n, ngù ch©n khİ, gi¶m s¸t th­¬ng.	±ê×¼ÄĞÉÏÒÂ9¼¶	Th­îng y		9	0	0		0					
Xİch LuyÖn Gi¸p Y	0	100	82	60	20000	0	140	33;33						94	1	2		\image\item\cloth\³àÁ¶¼×ÒÂa1.spr	\image\item\cloth\³àÁ¶¼×ÒÂa0.spr	§óc tõ m¸u cña Xİch LuyÖn Thôc Quû, phßng ngù tèt.	¿ıÎàÄĞÉÏÒÂ9¼¶	Th­îng y		9	0	0		0					
Ngäc Thoa Vò Y	0	100	83	60	20000	0	200	33;33						94	2	3		\image\item\cloth\ÓñËóÓğÒÂa1.spr	\image\item\cloth\ÓñËóÓğÒÂa0.spr	¸o l«ng vò cña tiªn n÷, th­ít tha tho¸t tôc.	ĞÔ¸ĞÅ®ÉÏÒÂ9¼¶	Th­îng y		9	0	0		0					
§¹i Yªn Nghª Th­êng	0	100	84	60	20000	0	175	33;33						94	2	4		\image\item\cloth\÷ìÑÌÄŞÉÑa1.spr	\image\item\cloth\÷ìÑÌÄŞÉÑa0.spr	Trang phôc mµu xanh ®en huyÒn bİ.	½¿Ğ¡Å®ÉÏÒÂ9¼¶	Th­îng y		9	0	0		0					
Thiªn §Şa HuyÒn Hoµng Gi¸p 	0	100	85	80	30000	0	250	35;35						70	1	1		\image\item\cloth\ÄĞ»Æ½ğ¼×a1.spr	\image\item\cloth\ÄĞ»Æ½ğ¼×a0.spr	Gi¸p nµy biÕn hãa øng víi Thiªn §¹o, cã søc m¹nh v« biªn	±ê×¼ÄĞ»Æ½ğ¼×	Th­îng y		9	0	1		0					
Thiªn §Şa HuyÒn Hoµng Gi¸p 	0	100	86	80	30000	0	250	35;35						70	1	2		\image\item\cloth\ÄĞ»Æ½ğ¼×a1.spr	\image\item\cloth\ÄĞ»Æ½ğ¼×a0.spr	Gi¸p nµy biÕn hãa øng víi Thiªn §¹o, cã søc m¹nh v« biªn	¿ıÎàÄĞ»Æ½ğ¼×	Th­îng y		9	0	1		0					
Thiªn §Şa HuyÒn Hoµng Gi¸p 	0	100	87	80	30000	0	250	35;35						70	2	3		\image\item\cloth\Å®»Æ½ğ¼×a1.spr	\image\item\cloth\Å®»Æ½ğ¼×a0.spr	Gi¸p nµy biÕn hãa øng víi Thiªn §¹o, cã søc m¹nh v« biªn	ĞÔ¸ĞÅ®»Æ½ğ¼×	Th­îng y		9	0	1		0					
Thiªn §Şa HuyÒn Hoµng Gi¸p 	0	100	88	80	30000	0	250	35;35						70	2	4		\image\item\cloth\Å®»Æ½ğ¼×a1.spr	\image\item\cloth\Å®»Æ½ğ¼×a0.spr	Gi¸p nµy biÕn hãa øng víi Thiªn §¹o, cã søc m¹nh v« biªn	½¿Ğ¡Å®»Æ½ğ¼×	Th­îng y		9	0	1		0					
Thñy Háa phiÕn	0	200	1	30	25	0	1000											\image\item\cloth\tool_001a1.spr	\image\item\cloth\tool_001a0.spr	Dïng ®Ó qu¹t bÕp lß khi luyÖn ®¬n		C«ng cô		1	0	0		1					
§¬n ®Ønh	0	200	2	80	25	0	1000											\image\item\cloth\tool_002a1.spr	\image\item\cloth\tool_002a0.spr	Dïng ®Ó luyÖn ®¬n		C«ng cô		2	0	0		1					
¤ kim chïy	0	200	3	40	25	0	1000											\image\item\cloth\tool_003a1.spr	\image\item\cloth\tool_003a0.spr	Bóa cña c¸c thî rÌn		C«ng cô		1	0	0		1					
B¸ch LuyÖn Hµnh l­	0	200	4	60	25	0	1000											\image\item\cloth\tool_004a1.spr	\image\item\cloth\tool_004a0.spr	Lß ®Ó rÌn vò khİ		C«ng cô		2	0	0		1					
L·nh NguyÖt tiÔn	0	200	5	40	25	0	1000											\image\item\cloth\tool_005a1.spr	\image\item\cloth\tool_005a0.spr	KĞo c¾t da thó cña c¸c thî may		C«ng cô		1	0	0		1					
V« Ng©n ch©m	0	200	6	20	25	0	1000											\image\item\cloth\tool_006a1.spr	\image\item\cloth\tool_006a0.spr	Lo¹i Kim chuyªn dïng ®Ó may ¸o gi¸p		C«ng cô		2	0	0		1					
Bµo §inh Th¸i ®ao	0	200	7	30	25	0	1000											\image\item\cloth\tool_007a1.spr	\image\item\cloth\tool_007a0.spr	Dïng ®Ó c¾t rau cñ		C«ng cô		1	0	0		1					
CÊm §ång B¨ng Gi¸m	0	200	8	50	25	0	1000											\image\item\cloth\tool_008a1.spr	\image\item\cloth\tool_008a0.spr	Lß ñ r­îu		C«ng cô		2	0	0		1					
Thiªn Hµo bót	0	200	9	30	25	0	1000											\image\item\cloth\tool_009a1.spr	\image\item\cloth\tool_009a0.spr	Lo¹i Bót  chuyªn dïng ®Ó viÕt lªn thÎ		C«ng cô		1	0	0		1					
Cuèc chim	0	200	11	2	25	0	180											\image\item\cloth\tool_011a1.spr	\image\item\cloth\tool_011a0.spr	Dïng ®Ó ®µo kho¸ng, rÊt dÔ háng		C«ng cô	\script\item\wukuang.lua	1	0	0		1					
ChÕ B× ®ao	0	200	12	2	25	0	180											\image\item\cloth\tool_012a1.spr	\image\item\cloth\tool_012a0.spr	Lo¹i dao nhá dïng ®Ó c¾t da thó rÊt dÔ háng		C«ng cô	\script\item\zhipi.lua	1	0	0		1					
Cuèc	0	200	13	2	25	0	180											\image\item\cloth\tool_013a1.spr	\image\item\cloth\tool_013a0.spr	ChØ dïng ®Ó ®µo bíi th«ng th­êng, rÊt dÔ háng		C«ng cô	\script\item\shougeng.lua	1	0	0		1					
ThiÕt phñ	0	200	14	2	25	0	180											\image\item\cloth\tool_014a1.spr	\image\item\cloth\tool_014a0.spr	Dïng ®Ó chÆt c©y, ®èn gç. RÊt dÔ háng		C«ng cô	\script\item\famu.lua	1	0	0		1					
Con thoi	0	200	15	2	25	0	180											\image\item\cloth\tool_015a1.spr	\image\item\cloth\tool_015a0.spr	Lo¹i thoi th­êng dïng ®Ó dÖt v¶i, rÊt dÔ háng		C«ng cô	\script\item\chousi.lua	1	0	0		1					
Cuèc thuèc	0	200	16	2	25	0	180											\image\item\cloth\tool_016a1.spr	\image\item\cloth\tool_016a0.spr	Lo¹i bõa nhá chuyªn dïng ®µo D­îc th¶o		C«ng cô	\script\item\wayao.lua	1	0	0		1					
Kim Cang c¶o	0	200	17	5	25	0	1800											\image\item\tools\tool_001a1.spr	\image\item\tools\tool_001a0.spr	Lo¹i cuèc cao cÊp chuyªn dïng ®Ó ®µo kho¸ng s¶n		C«ng cô	\script\item\wukuang.lua	2	0	0		1					
Thæ V­¬ng ®ao	0	200	18	5	25	0	1800											\image\item\tools\tool_002a1.spr	\image\item\tools\tool_002a0.spr	Lo¹i dao chuyªn dïng ®Ó c¾t da thó, bÒn ch¾c		C«ng cô	\script\item\zhipi.lua	2	0	0		1					
Cuèc HuyÒn Méc	0	200	19	5	25	0	2400											\image\item\tools\tool_003a1.spr	\image\item\tools\tool_003a0.spr	Lo¹i cuèc chuyªn dïng ®Ó ®µo kho¸ng s¶n		C«ng cô	\script\item\shougeng.lua	2	0	0		1					
LiÖt Háa phñ	0	200	20	5	25	0	1800											\image\item\tools\tool_004a1.spr	\image\item\tools\tool_004a0.spr	Lo¹i r×u chuyªn ®Ó chÆt gç, bÒn ch¾c		C«ng cô	\script\item\famu.lua	2	0	0		1					
Ngäc N÷ thoa	0	200	21	5	25	0	1800											\image\item\tools\tool_005a1.spr	\image\item\tools\tool_005a0.spr	Lo¹i thoi b¹c, dÖt ®­îc nhiÒu v¶i trong ngµy		C«ng cô	\script\item\chousi.lua	2	0	0		1					
Cuèc H¾c Thñy	0	200	22	5	25	0	3600											\image\item\tools\tool_006a1.spr	\image\item\tools\tool_006a0.spr	Lo¹i cuèc chuyªn dïng ®Ó ®µo D­îc th¶o		C«ng cô	\script\item\wayao.lua	2	0	0		1					
Cuèc Céng C«ng	0	200	23	1	25	0	9000											\image\item\tools\tool_007a1.spr	\image\item\tools\tool_007a0.spr	Mét d¹ng cña cuèc chim, chuyªn dïng ®Ó ®µo kho¸ng, cùc kú bÒn ch¾c.		C«ng cô	\script\item\wukuang.lua	3	0	0		1					
L«i ThÇn ®ao	0	200	24	1	25	0	9000											\image\item\tools\tool_008a1.spr	\image\item\tools\tool_008a0.spr	Lo¹i ®ao nhá s¾c bĞn, dïng ®Ó c¾t da thó		C«ng cô	\script\item\zhipi.lua	3	0	0		1					
Cuèc Viªm §Õ	0	200	25	1	25	0	9000											\image\item\tools\tool_009a1.spr	\image\item\tools\tool_009a0.spr	Dïng ®Ó khai kho¸ng, cùc kú bÒn ch¾c		C«ng cô	\script\item\shougeng.lua	3	0	0		1					
Bµn Cæ phñ	0	200	26	1	25	0	9000											\image\item\tools\tool_010a1.spr	\image\item\tools\tool_010a0.spr	Dïng ®Ó ®èn gç, cùc kú bÒn ch¾c		C«ng cô	\script\item\famu.lua	3	0	0		1					
Chøc N÷ thoa	0	200	27	1	25	0	9000											\image\item\tools\tool_011a1.spr	\image\item\tools\tool_011a0.spr	Dïng ®Ó dÖt v¶i, cùc kú bÒn ch¾c		C«ng cô	\script\item\chousi.lua	3	0	0		1					
Cuèc ThÇn N«ng	0	200	28	1	25	0	9000											\image\item\tools\tool_012a1.spr	\image\item\tools\tool_012a0.spr	Dïng ®Ó ®µo D­îc th¶o , cùc kú bÒn ch¾c.		C«ng cô	\script\item\wayao.lua	3	0	0		1					
Ph­¬ng sÜ khİ	0	200	36	2	25	0	180											\image\item\tools\tool_013a1.spr	\image\item\tools\tool_013a0.spr	Hép huyÕt sa dïng ®Ó vÏ phï, rÊt dÔ háng		C«ng cô	\script\item\jiling.lua	1	0	0		1					
ThuËt sÜ khİ	0	200	37	5	25	0	1800											\image\item\tools\tool_014a1.spr	\image\item\tools\tool_014a0.spr	Hép linh khİ huyÕt sa dïng ®Ó vÏ phï, rÊt khã háng		C«ng cô	\script\item\jiling.lua	2	0	0		1					
Thiªn S­ Khİ	0	200	38	1	25	0	9000											\image\item\tools\tool_015a1.spr	\image\item\tools\tool_015a0.spr	Hép dông cô rÊt bÒn, cã thÓ dïng ®Ó chÕ linh huyÕt vµ chu sa		C«ng cô	\script\item\jiling.lua	3	0	0		1					
ThÇn hµnh bİ phæ	0	200	39	1	10	0	100											\image\item\other\coll_049a1.spr	\image\item\other\coll_049a0.spr	Cña ThÇn hµnh §íi T«ng truyÒn l¹i.<enter><color=Gold>(khi ®Õn khu vùc chiÕn ®Êu chØ ®Şnh sÏ mÊt chót ®é bÒn)		C«ng cô	\script\item\shenxingbaodian.lua	1	0	1		1					
ThÇn hµnh b¶o ®iÓn	0	200	40	1	20	0	1000											\image\item\book\book_074a1.spr	\image\item\book\book_074a0.spr	Ghi l¹i ThÇn Hµnh §¹i Ph¸p.<enter><color=Gold>(khi ®Õn khu vùc chiÕn ®Êu chØ ®Şnh sÏ mÊt chót ®é bÒn)		C«ng cô	\script\item\shenxingbaodian.lua	1	0	1		1					
Kú m«n phï	0	200	9996	1	20	0	100											\image\item\usable\fu_004a1.spr	\image\item\usable\fu_004a2.spr	Th«ng qua mËt ®¹o, cã thÓ trùc tiÕp ®Õn chiÕn tr­êng. <enter><color=Gold> (ChØ cã thÓ trong chiÕn tr­êng, h¬n n÷a sö dông sau khi chiÕn tr­êng b¾t ®Çu, thêi gian chê lµ 1 phót)		C«ng cô	\script\item\item_billing\qimenzhenfu.lua	1	0	1		1					
HiÖp ThiÕu bè y	0	109	1	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_001a1.spr	\image\item\cloth\man1_arm_001a0.spr	Trang phôc th«ng th­êng, rÊt dÔ mua	±ê×¼ÄĞÇû¸É001	§· khãa		1	2	1		0					
H¾c T¹o bè y	0	109	2	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_002a1.spr	\image\item\cloth\man1_arm_002a0.spr	§­îc may tõ lo¹i v¶i mÒm, nhÑ nh­ng rÊt bÒn ch¾c. C¸c thİch kh¸ch th­êng sö dông.	±ê×¼ÄĞÇû¸É002	§· khãa		1	2	1		0					
Tö C©m Bè Y	0	109	3	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_003a1.spr	\image\item\cloth\man1_arm_003a0.spr	§­îc may tõ lo¹i v¶i tõng ng©m trong dÇu c¸, mÒm m¹i, kh«ng thÊm n­íc.	±ê×¼ÄĞÇû¸É003	§· khãa		1	2	1		0					
Bµn Long Tó	0	109	4	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_004a1.spr	\image\item\cloth\man1_arm_004a0.spr	BÒ ngoµi tr«ng ®¬n gi¶n nh­ng bªn trong cã Èn chøa linh lùc, phßng ngù cùc tèt.	±ê×¼ÄĞÇû¸É012	§· khãa		1	2	1		0					
Th­¬ng Lang y	0	109	5	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_005a1.spr	\image\item\cloth\man1_arm_005a0.spr	Lo¹i gi¸p chØ che mét phÇn vai, c¸c cao thñ th­êng sö dông.	±ê×¼ÄĞÇû¸É004	§· khãa		1	2	1		0					
YÓm T©m gi¸p	0	109	6	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_006a1.spr	\image\item\cloth\man1_arm_006a0.spr	§­îc lµm tõ da thó bªn ngoµi cã d¸t ®ång, phßng ngù cùc tèt.	±ê×¼ÄĞÇû¸É008	§· khãa		1	2	1		0					
ThÇn Hµnh phôc	0	109	7	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_007a1.spr	\image\item\cloth\man1_arm_007a0.spr	§­îc dÖt tõ T¬ t»m bÒn ch¾c v« song	±ê×¼ÄĞÇû¸É015	§· khãa		1	2	1		0					
Thanh S­¬ng bµo	0	109	8	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_008a1.spr	\image\item\cloth\man1_arm_008a0.spr	Èn ch­a phĞp thuËt ®¹o gia, cã thÓ chèng ®ì kiÕm khİ cña c¸c cao thñ	±ê×¼ÄĞÇû¸É010	§· khãa		1	2	1		0					
Tham Lang y	0	109	9	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_009a1.spr	\image\item\cloth\man1_arm_009a0.spr	§­îc may tõ Da hæ, oai phong lÉm liÖt, ngµn vµng khã mua.	±ê×¼ÄĞÇû¸É005	§· khãa		1	2	1		0					
Xİch §ång trô	0	109	10	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_010a1.spr	\image\item\cloth\man1_arm_010a0.spr	§­îc lµm tõ da thó bªn ngoµi cã d¸t ®ång, phßng ngù cùc tèt.	±ê×¼ÄĞÇû¸É007	§· khãa		1	2	1		0					
NhuyÔn Kim y	0	109	11	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_011a1.spr	\image\item\cloth\man1_arm_011a0.spr	§­îc ®óc tõ kim lo¹i máng, bÒn nhÑ	±ê×¼ÄĞÇû¸É016	§· khãa		1	2	1		0					
Th­¬ng  Lan y	0	109	12	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_012a1.spr	\image\item\cloth\man1_arm_012a0.spr	DÖt tõ nhiÒu loµi t¶o d­îc, ng­êi mang c¶m gi¸c dÔ chŞu, t©m tİnh «n hßa	±ê×¼ÄĞÇû¸É013	§· khãa		1	2	1		0					
Lam K×nh b× gi¸p	0	109	13	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_013a1.spr	\image\item\cloth\man1_arm_013a0.spr	§­îc lµm tõ da c¸ voi tr¬n bãng, phßng ngù cùc tèt	±ê×¼ÄĞÇû¸É017	§· khãa		1	2	1		0					
Xİch Long bµo	0	109	14	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_014a1.spr	\image\item\cloth\man1_arm_014a0.spr	Kú tr©n dŞ b¶o, ngµn vµng khã mua	±ê×¼ÄĞÇû¸É011	§· khãa		1	2	1		0					
Thiªn Lang y	0	109	15	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_015a1.spr	\image\item\cloth\man1_arm_015a0.spr	§­îc lµm tõ Da hæ, bªn trong cã líp gi¸p s¾t kiÕm ®©m kh«ng thñng	±ê×¼ÄĞÇû¸É006	§· khãa		1	2	1		0					
B¨ng Tµm Trï sam	0	109	16	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_016a1.spr	\image\item\cloth\man1_arm_016a0.spr	§­îc dÖt tõ T¬ t»m, phßng ngù cao	±ê×¼ÄĞÇû¸É014	§· khãa		1	2	1		0					
S¬n Quû huyÕt y	0	109	17	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Cã thÓ tr¸nh ®­îc tµ ma vµ biÕt tr­íc tai häa s¾p x¶y ra.	±ê×¼ÄĞÇû¸É018	§· khãa		1	2	1		0					
Thiªn Gi¸ng bµo	0	109	18	10	0	0	10							1	1	1		\image\item\cloth\man1_arm_018a1.spr	\image\item\cloth\man1_arm_018a0.spr	§­îc d¸t nhiÒu líp kim lo¹i, g­¬m ®ao khã xuyªn	±ê×¼ÄĞÇû¸É009	§· khãa		1	2	1		0					
HiÖp ThiÕu y	0	109	19	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_001a1.spr	\image\item\cloth\man2_arm_001a0.spr	§­îc lµm tõ nguyªn liÖu ®¬n gi¶n, rÊt dÔ mua	¿ıÎàÄĞÇû¸É004	§· khãa		1	2	1		0					
ThiÕt Hé Kiªn	0	109	20	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_002a1.spr	\image\item\cloth\man2_arm_002a0.spr	§­îc lµm tõ thĞp tinh luyÖn, phßng ngù cùc tèt	¿ıÎàÄĞÇû¸É001	§· khãa		1	2	1		0					
Thó Hé Kiªn	0	109	21	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_003a1.spr	\image\item\cloth\man2_arm_003a0.spr	M« pháng d¸ng h×nh thó Tr¹nh Nanh, ®èi ph­¬ng nh×n thÊy ®· khiÕp sî.	¿ıÎàÄĞÇû¸É002	§· khãa		1	2	1		0					
CÈm Ti C©n	0	109	22	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_004a1.spr	\image\item\cloth\man2_arm_004a0.spr	§­îc dÖt tõ gÊm mÒm m¹i, gi¶m s¸t th­¬ng  néi lùc.	¿ıÎàÄĞÇû¸É013	§· khãa		1	2	1		0					
Hµo HiÖp y	0	109	23	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_005a1.spr	\image\item\cloth\man2_arm_005a0.spr	Trang phôc cña c¸c hiÖp kh¸ch trõ gian diÖt ®¹o	¿ıÎàÄĞÇû¸É010	§· khãa		1	2	1		0					
Kim Ngäc Trï sam	0	109	24	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_006a1.spr	\image\item\cloth\man2_arm_006a0.spr	§­îc c¸c thî dÖt næi tiÕng ë TriÕt Giang dÖt thµnh, trªn cã kh¶m ngäc ®¸ng gi¸ ngµn vµng.	¿ıÎàÄĞÇû¸É014	§· khãa		1	2	1		0					
Lôc L©m trang	0	109	25	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_007a1.spr	\image\item\cloth\man2_arm_007a0.spr	Trang phôc cña c¸c Lôc L©m h¶o h¸n	¿ıÎàÄĞÇû¸É011	§· khãa		1	2	1		0					
Hoµng Hæ y	0	109	26	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_008a1.spr	\image\item\cloth\man2_arm_008a0.spr	Kú tr©n dŞ b¶o. §­îc lµm tõ Da hæ tr¨m n¨m, Èn chøa linh lùc gi¶m s¸t th­¬ng rÊt hiÖu qu¶	¿ıÎàÄĞÇû¸É003	§· khãa		1	2	1		0					
ThÇn Ng­u Hé gi¸p	0	109	27	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_009a1.spr	\image\item\cloth\man2_arm_009a0.spr	§­îc may tõ da cña tª ng­u ngoµi cã d¸t b¹c, phßng ngù cùc tèt	¿ıÎàÄĞÇû¸É015	§· khãa		1	2	1		0					
Tö Thanh S­¬ng Hoa sam	0	109	28	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_010a1.spr	\image\item\cloth\man2_arm_010a0.spr	§­îc kÕt nªn tõ tuyÕt quanh n¨m trªn ®Ønh TuyÕt S¬n, kh¸ng b¨ng cùc tèt	¿ıÎàÄĞÇû¸É008	§· khãa		1	2	1		0					
Di Nhiªm Kh¸ch y	0	109	29	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_011a1.spr	\image\item\cloth\man2_arm_011a0.spr	M« pháng theo trang phôc cuèi ®êi Tïy	¿ıÎàÄĞÇû¸É012	§· khãa		1	2	1		0					
Thiªn NhÉn y	0	109	30	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_012a1.spr	\image\item\cloth\man2_arm_012a0.spr	§»ng ®»ng s¸t khİ, ng­êi yÕu bãng vİa nh×n thÊy lµ khiÕp sî	¿ıÎàÄĞÇû¸É018	§· khãa		1	2	1		0					
ThÇn S¸ch Kim gi¸p	0	109	31	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_013a1.spr	\image\item\cloth\man2_arm_013a0.spr	Kh«i gi¸p cña thñ lÜnh cÊm qu©n ®êi ®­êng, phßng ngù cao	¿ıÎàÄĞÇû¸É005	§· khãa		1	2	1		0					
L«i Ng©n Gi¸p	0	109	32	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_014a1.spr	\image\item\cloth\man2_arm_014a0.spr	HÊp thu linh lùc ®Êt trêi, cã thÓ phßng tr¸nh s¸t th­¬ng ngò hµnh	¿ıÎàÄĞÇû¸É017	§· khãa		1	2	1		0					
Tinh Cang HuyÒn Kim gi¸p	0	109	33	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_015a1.spr	\image\item\cloth\man2_arm_015a0.spr	§­îc lµm tõ thiÕt tinh khiÕt, bÒn ch¾c v« song	¿ıÎàÄĞÇû¸É006	§· khãa		1	2	1		0					
Háa Chu Th¸nh sam	0	109	34	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_016a1.spr	\image\item\cloth\man2_arm_016a0.spr	§­îc dÖt tõ t¬ cña mét lo¹i nhÖn trªn háa s¬n, phßng háa cùc tèt.	¿ıÎàÄĞÇû¸É009	§· khãa		1	2	1		0					
HuyÕt Hµ Quû V­¬ng gi¸p	0	109	35	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_017a1.spr	\image\item\cloth\man2_arm_017a0.spr	T­¬ng truyÒn sau khi ThÇn Chung Quú thu phôc ®­îc quû v­¬ng ®· chÕ t¹o ra b¶o gi¸p, gi¸ trŞ v« song.	¿ıÎàÄĞÇû¸É007	§· khãa		1	2	1		0					
Long B¸ ¤ kim y	0	109	36	10	0	0	10							1	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	§­îc dÖt tõ l«ng Kim ¤, bÒn ch¾c, phßng ngù cao.	¿ıÎàÄĞÇû¸É016	§· khãa		1	2	1		0					
Th¸i Th­êng	0	109	37	10	0	0	10							1	2	3		\image\item\cloth\fm1_arm_001a1.spr	\image\item\cloth\fm1_arm_001a0.spr	§­îc may tõ lo¹i voan máng ®a s¾c, nhÑ nhµng quyÕn rò	ĞÔ¸ĞÅ®Çû¸É033	§· khãa		1	2	1		0					
Tö L¨ng Th­êng	0	109	38	10	0	0	10							1	2	3		\image\item\cloth\fm1_arm_002a1.spr	\image\item\cloth\fm1_arm_002a0.spr	§­îc may tõ lo¹i v¶i nhuém s¾c cñ Êu, l·ng tö phong l­u	ĞÔ¸ĞÅ®Çû¸É003	§· khãa		1	2	1		0					
Tö Nhung Th­êng	0	109	39	10	0	0	10							1	2	3		\image\item\cloth\fm1_arm_003a1.spr	\image\item\cloth\fm1_arm_003a0.spr	§­îc lµm tõ v¶i l«ng b×nh th­êng, rÊt dÔ mua.	ĞÔ¸ĞÅ®Çû¸É021	§· khãa		1	2	1		0					
T©m Ên Th­êng	0	109	40	10	0	0	10							1	2	3		\image\item\cloth\fm1_arm_004a1.spr	\image\item\cloth\fm1_arm_004a0.spr	§­îc dÖt nªn tõ bµn tay khĞo lĞo cña c¸c thiÕu n÷ Giang Nam, mµu s¾c sÆc sì	ĞÔ¸ĞÅ®Çû¸É022	§· khãa		1	2	1		0					
Vò LuyÖn Th­êng	0	109	41	10	0	0	10							1	2	3		\image\item\cloth\fm1_arm_005a1.spr	\image\item\cloth\fm1_arm_005a0.spr	Trang phôc cña c¸c hiÖp n÷, uy phong lÉm liÖt.	ĞÔ¸ĞÅ®Çû¸É031	§· khãa		1	2	1		0					
Thiªn Ma Th­êng	0	109	42	10	0	0	10							1	2	3		\image\item\cloth\fm1_arm_006a1.spr	\image\item\cloth\fm1_arm_006a0.spr	Phôc trang cña n÷ Ma gi¸o th­êng mÆc khi luyÖn ph¸p thuËt	ĞÔ¸ĞÅ®Çû¸É034	§· khãa		1	2	1		0					
